x,carry_distance_yd,feature,feature_label
87.1958,186.5595,club_speed_mph,Club speed
87.0616,79.1557,club_speed_mph,Club speed
67.6673,95.2537,club_speed_mph,Club speed
75.4295,115.2887,club_speed_mph,Club speed
76.4137,111.472,club_speed_mph,Club speed
80.1942,121.9926,club_speed_mph,Club speed
80.1271,75.2625,club_speed_mph,Club speed
78.6507,118.0556,club_speed_mph,Club speed
81.1337,123.7314,club_speed_mph,Club speed
79.5678,142.4869,club_speed_mph,Club speed
82.0956,152.2528,club_speed_mph,Club speed
80.1494,118.0227,club_speed_mph,Club speed
83.4154,95.1662,club_speed_mph,Club speed
79.702,139.6544,club_speed_mph,Club speed
79.4783,150.5359,club_speed_mph,Club speed
84.8023,166.5792,club_speed_mph,Club speed
81.9166,139.2388,club_speed_mph,Club speed
82.185,161.5704,club_speed_mph,Club speed
89.3432,168.9414,club_speed_mph,Club speed
91.2223,118.3946,club_speed_mph,Club speed
85.2273,104.6807,club_speed_mph,Club speed
89.1195,172.1019,club_speed_mph,Club speed
89.6564,101.6732,club_speed_mph,Club speed
90.2604,114.8731,club_speed_mph,Club speed
93.146,145.2537,club_speed_mph,Club speed
91.692,113.353,club_speed_mph,Club speed
88.4261,169.2695,club_speed_mph,Club speed
93.3921,136.2861,club_speed_mph,Club speed
93.4816,183.7708,club_speed_mph,Club speed
93.1908,182.7428,club_speed_mph,Club speed
94.2198,121.3583,club_speed_mph,Club speed
96.0764,153.259,club_speed_mph,Club speed
98.537,135.444,club_speed_mph,Club speed
94.1303,167.5197,club_speed_mph,Club speed
78.3151,120.713,club_speed_mph,Club speed
71.3135,102.4825,club_speed_mph,Club speed
78.0914,115.5731,club_speed_mph,Club speed
73.5728,121.3801,club_speed_mph,Club speed
71.4254,105.818,club_speed_mph,Club speed
75.4966,100.6343,club_speed_mph,Club speed
79.3441,121.7629,club_speed_mph,Club speed
80.8429,137.9265,club_speed_mph,Club speed
79.7915,120.199,club_speed_mph,Club speed
85.1378,134.6785,club_speed_mph,Club speed
83.2811,148.1955,club_speed_mph,Club speed
79.5007,140.2668,club_speed_mph,Club speed
78.2704,139.1842,club_speed_mph,Club speed
85.697,147.0363,club_speed_mph,Club speed
83.5943,140.8246,club_speed_mph,Club speed
82.7666,130.5227,club_speed_mph,Club speed
87.1287,102.7559,club_speed_mph,Club speed
91.8262,209.0332,club_speed_mph,Club speed
84.3325,92.3556,club_speed_mph,Club speed
91.4012,199.9344,club_speed_mph,Club speed
84.3101,123.5018,club_speed_mph,Club speed
78.9862,117.7493,club_speed_mph,Club speed
79.9257,151.5967,club_speed_mph,Club speed
83.7733,155.479,club_speed_mph,Club speed
81.7377,146.9598,club_speed_mph,Club speed
79.7468,148.119,club_speed_mph,Club speed
93.1237,177.3513,club_speed_mph,Club speed
80.7087,137.3141,club_speed_mph,Club speed
89.6117,168.2524,club_speed_mph,Club speed
95.0474,194.3788,club_speed_mph,Club speed
96.2777,192.1807,club_speed_mph,Club speed
71.4254,147.8565,club_speed_mph,Club speed
95.9422,213.9217,club_speed_mph,Club speed
89.5893,190.245,club_speed_mph,Club speed
96.8817,222.2988,club_speed_mph,Club speed
93.9737,165.0044,club_speed_mph,Club speed
69.2779,125.6234,club_speed_mph,Club speed
98.4028,195.035,club_speed_mph,Club speed
98.5147,236.0127,club_speed_mph,Club speed
89.7235,177.9418,club_speed_mph,Club speed
93.5039,179.2542,club_speed_mph,Club speed
100.2595,223.8517,club_speed_mph,Club speed
94.9579,180.4681,club_speed_mph,Club speed
95.9646,131.9116,club_speed_mph,Club speed
84.668,172.0801,club_speed_mph,Club speed
88.8064,197.5722,club_speed_mph,Club speed
87.7103,124.9563,club_speed_mph,Club speed
87.5313,175.2843,club_speed_mph,Club speed
83.997,120.4615,club_speed_mph,Club speed
86.726,146.0302,club_speed_mph,Club speed
83.0351,152.4388,club_speed_mph,Club speed
87.33,162.664,club_speed_mph,Club speed
74.1321,161.8657,club_speed_mph,Club speed
90.7525,182.0319,club_speed_mph,Club speed
77.219,115.7152,club_speed_mph,Club speed
78.4941,147.9878,club_speed_mph,Club speed
84.1312,158.9129,club_speed_mph,Club speed
95.808,216.7104,club_speed_mph,Club speed
70.7543,126.3889,club_speed_mph,Club speed
96.5014,200.35,club_speed_mph,Club speed
98.2462,228.1277,club_speed_mph,Club speed
90.2604,126.6514,club_speed_mph,Club speed
85.7194,167.5087,club_speed_mph,Club speed
85.1825,186.8876,club_speed_mph,Club speed
80.3508,165.2012,club_speed_mph,Club speed
82.5206,149.1907,club_speed_mph,Club speed
89.634,199.9453,club_speed_mph,Club speed
82.6772,190.9011,club_speed_mph,Club speed
87.33,189.8731,club_speed_mph,Club speed
66.0344,131.4195,club_speed_mph,Club speed
85.2049,185.9252,club_speed_mph,Club speed
87.4195,150.2078,club_speed_mph,Club speed
85.3839,172.6925,club_speed_mph,Club speed
86.301,202.1216,club_speed_mph,Club speed
69.9043,128.3793,club_speed_mph,Club speed
85.5404,185.0284,club_speed_mph,Club speed
91.4683,191.5245,club_speed_mph,Club speed
92.8329,222.2878,club_speed_mph,Club speed
93.7276,227.7997,club_speed_mph,Club speed
95.4724,206.8351,club_speed_mph,Club speed
93.0118,193.3399,club_speed_mph,Club speed
67.6897,118.8539,club_speed_mph,Club speed
70.9109,102.9309,club_speed_mph,Club speed
69.8819,100.4921,club_speed_mph,Club speed
83.8404,151.7935,club_speed_mph,Club speed
85.8089,198.4033,club_speed_mph,Club speed
83.214,167.2244,club_speed_mph,Club speed
86.7484,184.077,club_speed_mph,Club speed
86.0102,205.5884,club_speed_mph,Club speed
86.2115,186.2533,club_speed_mph,Club speed
89.3432,197.1675,club_speed_mph,Club speed
98.5818,235.8377,club_speed_mph,Club speed
96.7475,212.4891,club_speed_mph,Club speed
88.0906,164.9278,club_speed_mph,Club speed
98.3134,205.6759,club_speed_mph,Club speed
96.4343,250.5468,club_speed_mph,Club speed
103.7267,209.6238,club_speed_mph,Club speed
97.6199,238.6374,club_speed_mph,Club speed
90.3722,211.6251,club_speed_mph,Club speed
91.6696,200.2734,club_speed_mph,Club speed
78.7849,106.168,club_speed_mph,Club speed
95.2935,184.8753,club_speed_mph,Club speed
91.0433,200.3281,club_speed_mph,Club speed
91.5131,209.2192,club_speed_mph,Club speed
106.59,220.9536,club_speed_mph,Club speed
86.8602,164.9169,club_speed_mph,Club speed
89.3656,167.7822,club_speed_mph,Club speed
92.3855,190.4418,club_speed_mph,Club speed
93.9737,123.633,club_speed_mph,Club speed
78.0467,90.3325,club_speed_mph,Club speed
77.1072,74.1907,club_speed_mph,Club speed
79.0533,98.3158,club_speed_mph,Club speed
90.4393,72.9659,club_speed_mph,Club speed
79.8363,144.871,club_speed_mph,Club speed
81.2455,145.0459,club_speed_mph,Club speed
81.8271,160.105,club_speed_mph,Club speed
80.3508,158.3771,club_speed_mph,Club speed
81.6705,136.6689,club_speed_mph,Club speed
78.1362,127.0888,club_speed_mph,Club speed
80.1494,164.5779,club_speed_mph,Club speed
83.5943,160.3237,club_speed_mph,Club speed
83.4377,156.8023,club_speed_mph,Club speed
83.818,177.4169,club_speed_mph,Club speed
84.8694,168.1649,club_speed_mph,Club speed
79.456,150.2625,club_speed_mph,Club speed
81.9613,166.1855,club_speed_mph,Club speed
80.8429,140.8246,club_speed_mph,Club speed
84.422,172.8237,club_speed_mph,Club speed
82.1403,135.0394,club_speed_mph,Club speed
82.968,72.1347,club_speed_mph,Club speed
82.0508,145.5053,club_speed_mph,Club speed
81.0442,164.3701,club_speed_mph,Club speed
81.1784,159.077,club_speed_mph,Club speed
79.9257,63.5389,club_speed_mph,Club speed
82.8114,143.7445,club_speed_mph,Club speed
79.456,132.2835,club_speed_mph,Club speed
81.0666,160.7612,club_speed_mph,Club speed
83.3482,72.7581,club_speed_mph,Club speed
80.7534,126.5748,club_speed_mph,Club speed
83.3035,125.9842,club_speed_mph,Club speed
83.4154,144.3023,club_speed_mph,Club speed
72.5886,40.0044,club_speed_mph,Club speed
77.2414,105.993,club_speed_mph,Club speed
76.9953,54.1229,club_speed_mph,Club speed
75.8992,131.7695,club_speed_mph,Club speed
77.9125,165.2559,club_speed_mph,Club speed
82.6548,144.2585,club_speed_mph,Club speed
82.364,78.8823,club_speed_mph,Club speed
87.6655,168.1649,club_speed_mph,Club speed
86.301,126.6842,club_speed_mph,Club speed
87.0616,159.0661,club_speed_mph,Club speed
89.7906,187.5984,club_speed_mph,Club speed
91.088,121.3801,club_speed_mph,Club speed
91.2446,172.9549,club_speed_mph,Club speed
93.2131,176.9904,club_speed_mph,Club speed
97.7989,199.7813,club_speed_mph,Club speed
97.1278,195.1334,club_speed_mph,Club speed
70.5082,85.619,club_speed_mph,Club speed
66.1909,59.0879,club_speed_mph,Club speed
67.1752,99.825,club_speed_mph,Club speed
68.9871,95.035,club_speed_mph,Club speed
70.799,98.3486,club_speed_mph,Club speed
70.1056,91.9182,club_speed_mph,Club speed
72.4991,108.4208,club_speed_mph,Club speed
70.128,79.287,club_speed_mph,Club speed
73.5057,122.4191,club_speed_mph,Club speed
59.3907,97.4847,club_speed_mph,Club speed
64.3343,99.8141,club_speed_mph,Club speed
72.4767,114.4576,club_speed_mph,Club speed
73.0136,121.3692,club_speed_mph,Club speed
73.2149,115.1247,club_speed_mph,Club speed
77.6441,108.399,club_speed_mph,Club speed
72.1859,122.2222,club_speed_mph,Club speed
75.8098,133.9239,club_speed_mph,Club speed
75.3176,126.192,club_speed_mph,Club speed
78.0467,128.8714,club_speed_mph,Club speed
77.3756,120.4396,club_speed_mph,Club speed
73.3491,118.5039,club_speed_mph,Club speed
50.3534,77.231,club_speed_mph,Club speed
78.6954,159.6675,club_speed_mph,Club speed
66.7725,105.643,club_speed_mph,Club speed
80.4402,118.2415,club_speed_mph,Club speed
81.8271,166.3823,club_speed_mph,Club speed
85.8312,101.0389,club_speed_mph,Club speed
85.3839,170.8661,club_speed_mph,Club speed
82.6772,74.0376,club_speed_mph,Club speed
85.8089,143.6899,club_speed_mph,Club speed
80.5521,115.5621,club_speed_mph,Club speed
86.5023,141.1855,club_speed_mph,Club speed
86.48,150.2187,club_speed_mph,Club speed
82.7443,84.8972,club_speed_mph,Club speed
86.0773,109.3723,club_speed_mph,Club speed
80.0152,156.7367,club_speed_mph,Club speed
85.1378,136.0783,club_speed_mph,Club speed
80.2165,78.423,club_speed_mph,Club speed
84.8917,92.0494,club_speed_mph,Club speed
88.7393,124.836,club_speed_mph,Club speed
87.0392,138.0796,club_speed_mph,Club speed
84.668,118.2633,club_speed_mph,Club speed
90.2604,117.0713,club_speed_mph,Club speed
86.1892,68.1102,club_speed_mph,Club speed
85.8089,120.9427,club_speed_mph,Club speed
90.5959,121.402,club_speed_mph,Club speed
93.5487,182.5678,club_speed_mph,Club speed
87.5537,165.4199,club_speed_mph,Club speed
89.9696,160.3784,club_speed_mph,Club speed
92.8552,173.1299,club_speed_mph,Club speed
89.9472,101.6842,club_speed_mph,Club speed
83.9522,79.7135,club_speed_mph,Club speed
92.7657,97.9221,club_speed_mph,Club speed
88.6274,128.423,club_speed_mph,Club speed
94.1079,168.0665,club_speed_mph,Club speed
1.34,185.269,attack_angle_deg,Attack angle
-0.92,181.157,attack_angle_deg,Attack angle
-3.04,164.5888,attack_angle_deg,Attack angle
-3.92,65.4418,attack_angle_deg,Attack angle
1.34,195.0241,attack_angle_deg,Attack angle
-1.89,212.8609,attack_angle_deg,Attack angle
-0.61,212.1938,attack_angle_deg,Attack angle
-1.79,205.2931,attack_angle_deg,Attack angle
-0.47,223.0643,attack_angle_deg,Attack angle
-1.56,221.5551,attack_angle_deg,Attack angle
-2.4,145.9208,attack_angle_deg,Attack angle
0.36,162.0079,attack_angle_deg,Attack angle
-2.84,197.3753,attack_angle_deg,Attack angle
-1.67,196.8067,attack_angle_deg,Attack angle
1.4,183.049,attack_angle_deg,Attack angle
-2.18,167.7822,attack_angle_deg,Attack angle
-3.97,181.9007,attack_angle_deg,Attack angle
-4.19,177.6137,attack_angle_deg,Attack angle
-2.03,199.136,attack_angle_deg,Attack angle
-5.23,190.07,attack_angle_deg,Attack angle
-3.68,194.4991,attack_angle_deg,Attack angle
-3.81,184.2301,attack_angle_deg,Attack angle
-2.28,200.9733,attack_angle_deg,Attack angle
-2.84,183.3333,attack_angle_deg,Attack angle
-1.92,213.7358,attack_angle_deg,Attack angle
-3.68,102.1654,attack_angle_deg,Attack angle
-3.74,96.1286,attack_angle_deg,Attack angle
-5.54,136.4173,attack_angle_deg,Attack angle
-4.99,117.7056,attack_angle_deg,Attack angle
-7.26,128.4449,attack_angle_deg,Attack angle
-5.22,116.0105,attack_angle_deg,Attack angle
-4.33,178.8605,attack_angle_deg,Attack angle
-4.73,181.2117,attack_angle_deg,Attack angle
-4.87,193.143,attack_angle_deg,Attack angle
-3.6,189.5013,attack_angle_deg,Attack angle
-2.6,158.8473,attack_angle_deg,Attack angle
-2.5,98.5017,attack_angle_deg,Attack angle
-5.44,122.769,attack_angle_deg,Attack angle
-6.03,116.8854,attack_angle_deg,Attack angle
-4.27,116.2839,attack_angle_deg,Attack angle
-3.81,140.7699,attack_angle_deg,Attack angle
-1.94,130.3915,attack_angle_deg,Attack angle
-1.06,74.6829,attack_angle_deg,Attack angle
-2.35,129.3963,attack_angle_deg,Attack angle
-2.06,122.5722,attack_angle_deg,Attack angle
-3.26,93.4164,attack_angle_deg,Attack angle
-2.92,103.9042,attack_angle_deg,Attack angle
-4.78,119.3023,attack_angle_deg,Attack angle
-3.57,121.6207,attack_angle_deg,Attack angle
-3.97,125.0109,attack_angle_deg,Attack angle
-1.79,129.1667,attack_angle_deg,Attack angle
-5.35,132.4256,attack_angle_deg,Attack angle
-2.06,103.0293,attack_angle_deg,Attack angle
-2.98,131.157,attack_angle_deg,Attack angle
-3.38,127.2857,attack_angle_deg,Attack angle
-0.91,177.8871,attack_angle_deg,Attack angle
-0.76,184.416,attack_angle_deg,Attack angle
0.25,172.4519,attack_angle_deg,Attack angle
-1.73,152.0779,attack_angle_deg,Attack angle
-2.15,138.189,attack_angle_deg,Attack angle
-1.86,177.4934,attack_angle_deg,Attack angle
0.89,80.8508,attack_angle_deg,Attack angle
-0.4,143.2087,attack_angle_deg,Attack angle
-1.49,161.3517,attack_angle_deg,Attack angle
2.56,133.0271,attack_angle_deg,Attack angle
0.33,175.6015,attack_angle_deg,Attack angle
1.32,124.1251,attack_angle_deg,Attack angle
0.92,137.6531,attack_angle_deg,Attack angle
1.98,140.1356,attack_angle_deg,Attack angle
0.4,154.3417,attack_angle_deg,Attack angle
1.55,99.7703,attack_angle_deg,Attack angle
11.93,146.7192,attack_angle_deg,Attack angle
-1.85,194.5866,attack_angle_deg,Attack angle
-1.15,177.57,attack_angle_deg,Attack angle
-0.41,174.6282,attack_angle_deg,Attack angle
2.72,107.2944,attack_angle_deg,Attack angle
-0.35,81.332,attack_angle_deg,Attack angle
8.56,122.0144,attack_angle_deg,Attack angle
-0.83,89.9606,attack_angle_deg,Attack angle
0.2,95.8771,attack_angle_deg,Attack angle
1.69,105.129,attack_angle_deg,Attack angle
2.01,169.6522,attack_angle_deg,Attack angle
1.16,115.4965,attack_angle_deg,Attack angle
-4.56,105.6758,attack_angle_deg,Attack angle
-4.07,130.3806,attack_angle_deg,Attack angle
-4.04,110.0066,attack_angle_deg,Attack angle
-3.18,120.1225,attack_angle_deg,Attack angle
-4.04,102.7778,attack_angle_deg,Attack angle
0.18,99.0814,attack_angle_deg,Attack angle
-3.44,133.8692,attack_angle_deg,Attack angle
-4.38,119.6194,attack_angle_deg,Attack angle
-7.2,100.2625,attack_angle_deg,Attack angle
-4.99,122.5722,attack_angle_deg,Attack angle
-3.86,90.7262,attack_angle_deg,Attack angle
-3.43,167.64,attack_angle_deg,Attack angle
-3.6,170.5709,attack_angle_deg,Attack angle
-3.74,175.3609,attack_angle_deg,Attack angle
14.5,120.6037,attack_angle_deg,Attack angle
-1.57,141.6776,attack_angle_deg,Attack angle
10.55,129.8119,attack_angle_deg,Attack angle
0.77,124.0048,attack_angle_deg,Attack angle
-0.17,137.839,attack_angle_deg,Attack angle
-2.09,120.5709,attack_angle_deg,Attack angle
-4.16,111.9641,attack_angle_deg,Attack angle
-3.08,99.6172,attack_angle_deg,Attack angle
-5.02,152.9746,attack_angle_deg,Attack angle
-4.06,129.7353,attack_angle_deg,Attack angle
-3.06,177.1654,attack_angle_deg,Attack angle
-4.77,39.1404,attack_angle_deg,Attack angle
-5.26,138.8561,attack_angle_deg,Attack angle
-2.73,120.5818,attack_angle_deg,Attack angle
-4.16,92.2244,attack_angle_deg,Attack angle
-5.37,182.3819,attack_angle_deg,Attack angle
-0.69,128.259,attack_angle_deg,Attack angle
-2.8,73.5674,attack_angle_deg,Attack angle
-0.89,101.5092,attack_angle_deg,Attack angle
-1.11,95.8443,attack_angle_deg,Attack angle
5.25,132.3272,attack_angle_deg,Attack angle
-2.47,131.157,attack_angle_deg,Attack angle
-0.64,174.3876,attack_angle_deg,Attack angle
-0.66,162.6969,attack_angle_deg,Attack angle
-0.18,156.9882,attack_angle_deg,Attack angle
-2.55,117.1697,attack_angle_deg,Attack angle
-3.37,62.5547,attack_angle_deg,Attack angle
-4.46,154.8119,attack_angle_deg,Attack angle
-2.11,174.4204,attack_angle_deg,Attack angle
2.95,135.8377,attack_angle_deg,Attack angle
-4,165.1903,attack_angle_deg,Attack angle
-4.15,119.8928,attack_angle_deg,Attack angle
-4.52,96.8723,attack_angle_deg,Attack angle
-4.54,166.5901,attack_angle_deg,Attack angle
-5.53,136.5376,attack_angle_deg,Attack angle
-2.67,100.7437,attack_angle_deg,Attack angle
-5.69,143.0993,attack_angle_deg,Attack angle
-4.73,151.7498,attack_angle_deg,Attack angle
-4.88,93.4602,attack_angle_deg,Attack angle
-1.75,116.7979,attack_angle_deg,Attack angle
-6.11,142.2135,attack_angle_deg,Attack angle
-3.83,130.129,attack_angle_deg,Attack angle
-5.79,146.3801,attack_angle_deg,Attack angle
-3.99,166.1308,attack_angle_deg,Attack angle
-6.34,156.4523,attack_angle_deg,Attack angle
-5.96,146.413,attack_angle_deg,Attack angle
-2.85,154.1667,attack_angle_deg,Attack angle
-4.8,141.7213,attack_angle_deg,Attack angle
-4.87,126.192,attack_angle_deg,Attack angle
-5.06,146.3145,attack_angle_deg,Attack angle
-3.38,117.5416,attack_angle_deg,Attack angle
-3.25,111.4064,attack_angle_deg,Attack angle
-5.33,133.2349,attack_angle_deg,Attack angle
-6.16,155.6868,attack_angle_deg,Attack angle
-5.41,133.4864,attack_angle_deg,Attack angle
-1.99,94.9913,attack_angle_deg,Attack angle
-4.66,153.598,attack_angle_deg,Attack angle
-3.81,135.3018,attack_angle_deg,Attack angle
-4.8,144.3241,attack_angle_deg,Attack angle
-9.47,146.0193,attack_angle_deg,Attack angle
-3.69,158.6177,attack_angle_deg,Attack angle
-5.34,157.8303,attack_angle_deg,Attack angle
-3.59,159.416,attack_angle_deg,Attack angle
-3.99,159.1317,attack_angle_deg,Attack angle
-3.03,161.4939,attack_angle_deg,Attack angle
-3.66,160.4221,attack_angle_deg,Attack angle
-0.68,141.6776,attack_angle_deg,Attack angle
-4.04,181.8679,attack_angle_deg,Attack angle
-2.59,169.0289,attack_angle_deg,Attack angle
-4.03,148.7314,attack_angle_deg,Attack angle
-4.41,71.8941,attack_angle_deg,Attack angle
0,152.8106,attack_angle_deg,Attack angle
0,162.9812,attack_angle_deg,Attack angle
5.17,168.1649,attack_angle_deg,Attack angle
-2.71,161.8438,attack_angle_deg,Attack angle
-4.48,145.2975,attack_angle_deg,Attack angle
-1.84,162.8062,attack_angle_deg,Attack angle
-3.65,114.3919,attack_angle_deg,Attack angle
-3.42,153.6308,attack_angle_deg,Attack angle
-2.63,175.7437,attack_angle_deg,Attack angle
-4.59,68.7773,attack_angle_deg,Attack angle
2.51,44.7288,attack_angle_deg,Attack angle
0.2,58.5192,attack_angle_deg,Attack angle
1.17,182.699,attack_angle_deg,Attack angle
0.13,141.1308,attack_angle_deg,Attack angle
0.27,153.5761,attack_angle_deg,Attack angle
-0.86,120.1444,attack_angle_deg,Attack angle
-0.52,176.8373,attack_angle_deg,Attack angle
0.38,142.2572,attack_angle_deg,Attack angle
0.53,123.4252,attack_angle_deg,Attack angle
1.69,182.2178,attack_angle_deg,Attack angle
2.46,161.0018,attack_angle_deg,Attack angle
0.57,162.4563,attack_angle_deg,Attack angle
-1.06,172.0254,attack_angle_deg,Attack angle
-0.1,162.85,attack_angle_deg,Attack angle
0.17,172.0363,attack_angle_deg,Attack angle
2.92,93.2524,attack_angle_deg,Attack angle
-1.31,103.6527,attack_angle_deg,Attack angle
-0.37,160.0722,attack_angle_deg,Attack angle
0.25,161.1439,attack_angle_deg,Attack angle
0.9,56.682,attack_angle_deg,Attack angle
0.4,148.8626,attack_angle_deg,Attack angle
2.39,151.717,attack_angle_deg,Attack angle
2.55,130.0416,attack_angle_deg,Attack angle
1.99,116.7323,attack_angle_deg,Attack angle
-0.4,142.7931,attack_angle_deg,Attack angle
-0.98,161.822,attack_angle_deg,Attack angle
1.67,130.818,attack_angle_deg,Attack angle
-3,123.8517,attack_angle_deg,Attack angle
1.96,163.7249,attack_angle_deg,Attack angle
-2.89,87.5656,attack_angle_deg,Attack angle
-3.08,143.5258,attack_angle_deg,Attack angle
-4.2,126.2139,attack_angle_deg,Attack angle
0.41,122.091,attack_angle_deg,Attack angle
-3.59,127.4606,attack_angle_deg,Attack angle
-4.33,162.5328,attack_angle_deg,Attack angle
-4.73,152.3731,attack_angle_deg,Attack angle
-5.97,99.0267,attack_angle_deg,Attack angle
-0.52,94.5429,attack_angle_deg,Attack angle
-5.37,146.1177,attack_angle_deg,Attack angle
-5.59,169.7835,attack_angle_deg,Attack angle
-2.78,52.8981,attack_angle_deg,Attack angle
-3.91,91.5245,attack_angle_deg,Attack angle
-2.95,95.7787,attack_angle_deg,Attack angle
-3.99,130.3696,attack_angle_deg,Attack angle
11.26,84.8425,attack_angle_deg,Attack angle
-5.42,142.4103,attack_angle_deg,Attack angle
1.49,117.64,attack_angle_deg,Attack angle
-4.7,141.3167,attack_angle_deg,Attack angle
-5.73,135.6518,attack_angle_deg,Attack angle
-3.11,136.0346,attack_angle_deg,Attack angle
-7.68,153.423,attack_angle_deg,Attack angle
3.92,101.8482,attack_angle_deg,Attack angle
-6,97.08,attack_angle_deg,Attack angle
11,112.9593,attack_angle_deg,Attack angle
-0.92,101.2467,attack_angle_deg,Attack angle
-3.94,44.3351,attack_angle_deg,Attack angle
-3.75,145.6256,attack_angle_deg,Attack angle
-5.57,149.3657,attack_angle_deg,Attack angle
-3.76,121.3801,attack_angle_deg,Attack angle
-1.42,147.7034,attack_angle_deg,Attack angle
-2.34,54.1885,attack_angle_deg,Attack angle
3.93,75.6999,attack_angle_deg,Attack angle
-2.08,128.8605,attack_angle_deg,Attack angle
-2.35,136.5157,attack_angle_deg,Attack angle
-5.41,151.8263,attack_angle_deg,Attack angle
-4.19,155.8618,attack_angle_deg,Attack angle
-4.86,79.2432,attack_angle_deg,Attack angle
-4.69,92.7275,attack_angle_deg,Attack angle
-7.13,132.196,attack_angle_deg,Attack angle
-5.69,157.36,attack_angle_deg,Attack angle
-3.84,147.6925,attack_angle_deg,Attack angle
0,125.9296,attack_angle_deg,Attack angle
-4.27,126.7826,attack_angle_deg,Attack angle
-4.12,153.0512,attack_angle_deg,Attack angle
3.19,106.2227,attack_angle_deg,Attack angle
-3.48,78.1387,attack_angle_deg,Attack angle
-2.67,160.7174,attack_angle_deg,Attack angle
-3.68,166.9182,attack_angle_deg,Attack angle
1.08,120.0459,attack_angle_deg,Attack angle
-5.29,151.6295,attack_angle_deg,Attack angle
0.12,149.5188,attack_angle_deg,Attack angle
-4.06,174.0485,attack_angle_deg,Attack angle
-2.87,134.9409,attack_angle_deg,Attack angle
-2.69,175.0219,attack_angle_deg,Attack angle
1.83,132.185,attack_angle_deg,Attack angle
-5.38,101.9576,attack_angle_deg,Attack angle
-3.37,131.7695,attack_angle_deg,Attack angle
-3.3,70.7021,attack_angle_deg,Attack angle
-1.87,133.0271,attack_angle_deg,Attack angle
-2.06,120.1444,attack_angle_deg,Attack angle
-4.21,55.8071,attack_angle_deg,Attack angle
-4.66,81.7913,attack_angle_deg,Attack angle
-5.76,91.5792,attack_angle_deg,Attack angle
-6.27,79.4619,attack_angle_deg,Attack angle
-5.09,124.4313,attack_angle_deg,Attack angle
-3.44,57.8959,attack_angle_deg,Attack angle
-5.46,127.8543,attack_angle_deg,Attack angle
8.07,96.916,attack_angle_deg,Attack angle
-5.72,146.1505,attack_angle_deg,Attack angle
-2.84,123.9064,attack_angle_deg,Attack angle
-4.03,141.1527,attack_angle_deg,Attack angle
-4.68,149.5625,attack_angle_deg,Attack angle
-7.17,136.1439,attack_angle_deg,Attack angle
-4.08,147.6269,attack_angle_deg,Attack angle
-4.21,156.1899,attack_angle_deg,Attack angle
-4.88,117.2025,attack_angle_deg,Attack angle
-6.26,137.9046,attack_angle_deg,Attack angle
-4.43,95.1334,attack_angle_deg,Attack angle
-8.24,110.6955,attack_angle_deg,Attack angle
-8.3,111.7126,attack_angle_deg,Attack angle
-6.32,109.416,attack_angle_deg,Attack angle
-8.77,105.3696,attack_angle_deg,Attack angle
-9.7,103.0402,attack_angle_deg,Attack angle
-7.86,136.2533,attack_angle_deg,Attack angle
-6.94,148.2502,attack_angle_deg,Attack angle
-7.12,119.871,attack_angle_deg,Attack angle
-7.04,116.273,attack_angle_deg,Attack angle
-6.57,114.5451,attack_angle_deg,Attack angle
-8.89,92.465,attack_angle_deg,Attack angle
-5.88,84.1973,attack_angle_deg,Attack angle
-4.74,95.7349,attack_angle_deg,Attack angle
-5.53,165.584,attack_angle_deg,Attack angle
-4.64,99.6391,attack_angle_deg,Attack angle
1.88,49.3329,attack_angle_deg,Attack angle
-4.32,167.3884,attack_angle_deg,Attack angle
-4.45,154.6369,attack_angle_deg,Attack angle
-5.54,146.3145,attack_angle_deg,Attack angle
-5.73,149.5297,attack_angle_deg,Attack angle
-5.61,102.231,attack_angle_deg,Attack angle
-6.07,67.0166,attack_angle_deg,Attack angle
-5.23,126.3342,attack_angle_deg,Attack angle
-4.28,143.0118,attack_angle_deg,Attack angle
-5.28,151.2686,attack_angle_deg,Attack angle
-5.27,155.5884,attack_angle_deg,Attack angle
-6.72,165.7262,attack_angle_deg,Attack angle
-5.86,158.7708,attack_angle_deg,Attack angle
-3.04,152.8434,attack_angle_deg,Attack angle
-4.95,164.8185,attack_angle_deg,Attack angle
-2.4,184.6894,attack_angle_deg,Attack angle
-0.63,145.6037,attack_angle_deg,Attack angle
-2.78,184.5691,attack_angle_deg,Attack angle
0.79,211.4939,attack_angle_deg,Attack angle
6.1,170.8661,attack_angle_deg,Attack angle
-2.64,169.7616,attack_angle_deg,Attack angle
1.36,157.5131,attack_angle_deg,Attack angle
-1.59,117.3228,attack_angle_deg,Attack angle
-5.54,121.0411,attack_angle_deg,Attack angle
-2.75,115.7152,attack_angle_deg,Attack angle
4.27,115.4528,attack_angle_deg,Attack angle
1.26,121.4458,attack_angle_deg,Attack angle
-7.44,137.8062,attack_angle_deg,Attack angle
-5.25,147.0582,attack_angle_deg,Attack angle
-4.45,108.9567,attack_angle_deg,Attack angle
-6.06,164.8075,attack_angle_deg,Attack angle
-3.46,127.2966,attack_angle_deg,Attack angle
-5.92,127.3731,attack_angle_deg,Attack angle
-5.58,115.8246,attack_angle_deg,Attack angle
-8.45,96.0302,attack_angle_deg,Attack angle
-5.83,150.8311,attack_angle_deg,Attack angle
-7.73,114.9825,attack_angle_deg,Attack angle
-7.25,132.8412,attack_angle_deg,Attack angle
-5.37,149.6172,attack_angle_deg,Attack angle
